net.neoforged.api.distmarker.Dist net.minecraftforge.api.distmarker.Dist
net.neoforged.neoforge.network.PacketDistributor$PacketTarget net.minecraftforge.network.PacketDistributor$PacketTarget
net.neoforged.neoforge.network.PacketDistributor$TargetPoint net.minecraftforge.network.PacketDistributor$TargetPoint
net.neoforged.neoforge.network.PacketDistributor net.minecraftforge.network.PacketDistributor
net.neoforged.neoforge.network.PlayMessages$OpenContainer net.minecraftforge.network.PlayMessages$OpenContainer
net.neoforged.neoforge.network.PlayMessages$SpawnEntity net.minecraftforge.network.PlayMessages$SpawnEntity
net.neoforged.neoforge.network.PlayMessages net.minecraftforge.network.PlayMessages
net.neoforged.neoforge.network.ServerStatusPing$ChannelData net.minecraftforge.network.ServerStatusPing$ChannelData
net.neoforged.neoforge.network.ServerStatusPing$ModInfo net.minecraftforge.network.ServerStatusPing$ModInfo
net.neoforged.neoforge.network.ServerStatusPing net.minecraftforge.network.ServerStatusPing
net.neoforged.neoforge.network.event.EventNetworkChannel net.minecraftforge.network.event.EventNetworkChannel
net.neoforged.neoforge.network.filters.CommandTreeCleaner net.minecraftforge.network.filters.CommandTreeCleaner
net.neoforged.neoforge.network.filters.ForgeConnectionNetworkFilter net.minecraftforge.network.filters.ForgeConnectionNetworkFilter
net.neoforged.neoforge.network.filters.NetworkFilters net.minecraftforge.network.filters.NetworkFilters
net.neoforged.neoforge.network.filters.VanillaConnectionNetworkFilter net.minecraftforge.network.filters.VanillaConnectionNetworkFilter
net.neoforged.neoforge.network.filters.VanillaPacketFilter net.minecraftforge.network.filters.VanillaPacketFilter
net.neoforged.neoforge.network.filters.VanillaPacketSplitter$RemoteCompatibility net.minecraftforge.network.filters.VanillaPacketSplitter$RemoteCompatibility
net.neoforged.neoforge.network.filters.VanillaPacketSplitter net.minecraftforge.network.filters.VanillaPacketSplitter
net.neoforged.neoforge.network.simple.IndexedMessageCodec$MessageHandler net.minecraftforge.network.simple.IndexedMessageCodec$MessageHandler
net.neoforged.neoforge.network.simple.IndexedMessageCodec net.minecraftforge.network.simple.IndexedMessageCodec
net.neoforged.neoforge.network.simple.SimpleChannel$MessageBuilder$ToBooleanBiFunction net.minecraftforge.network.simple.SimpleChannel$MessageBuilder$ToBooleanBiFunction
net.neoforged.neoforge.network.simple.SimpleChannel$MessageBuilder net.minecraftforge.network.simple.SimpleChannel$MessageBuilder
net.neoforged.neoforge.network.simple.SimpleChannel net.minecraftforge.network.simple.SimpleChannel
net.neoforged.neoforge.registries.DataPackRegistriesHooks net.minecraftforge.registries.DataPackRegistriesHooks
net.neoforged.neoforge.registries.DataPackRegistryEvent$DataPackRegistryData net.minecraftforge.registries.DataPackRegistryEvent$DataPackRegistryData
net.neoforged.neoforge.registries.DataPackRegistryEvent$NewRegistry net.minecraftforge.registries.DataPackRegistryEvent$NewRegistry
net.neoforged.neoforge.registries.DataPackRegistryEvent net.minecraftforge.registries.DataPackRegistryEvent
net.neoforged.neoforge.registries.DeferredRegister$EventDispatcher net.minecraftforge.registries.DeferredRegister$EventDispatcher
net.neoforged.neoforge.registries.DeferredRegister$RegistryHolder net.minecraftforge.registries.DeferredRegister$RegistryHolder
net.neoforged.neoforge.registries.DeferredRegister net.minecraftforge.registries.DeferredRegister
net.neoforged.neoforge.registries.ForgeDeferredRegistriesSetup net.minecraftforge.registries.ForgeDeferredRegistriesSetup
net.neoforged.neoforge.registries.ForgeRegistries$Keys net.minecraftforge.registries.ForgeRegistries$Keys
net.neoforged.neoforge.registries.ForgeRegistries net.minecraftforge.registries.ForgeRegistries
net.neoforged.neoforge.registries.ForgeRegistry$1 net.minecraftforge.registries.ForgeRegistry$1
net.neoforged.neoforge.registries.ForgeRegistry$DumpRow net.minecraftforge.registries.ForgeRegistry$DumpRow
net.neoforged.neoforge.registries.ForgeRegistry$OverrideOwner net.minecraftforge.registries.ForgeRegistry$OverrideOwner
net.neoforged.neoforge.registries.ForgeRegistry$RegistryCodec net.minecraftforge.registries.ForgeRegistry$RegistryCodec
net.neoforged.neoforge.registries.ForgeRegistry$Snapshot net.minecraftforge.registries.ForgeRegistry$Snapshot
net.neoforged.neoforge.registries.ForgeRegistry net.minecraftforge.registries.ForgeRegistry
net.neoforged.neoforge.registries.ForgeRegistryTag net.minecraftforge.registries.ForgeRegistryTag
net.neoforged.neoforge.registries.ForgeRegistryTagManager net.minecraftforge.registries.ForgeRegistryTagManager
net.neoforged.neoforge.registries.GameData$1 net.minecraftforge.registries.GameData$1
net.neoforged.neoforge.registries.GameData$AttributeCallbacks net.minecraftforge.registries.GameData$AttributeCallbacks
net.neoforged.neoforge.registries.GameData$BlockCallbacks$1 net.minecraftforge.registries.GameData$BlockCallbacks$1
net.neoforged.neoforge.registries.GameData$BlockCallbacks net.minecraftforge.registries.GameData$BlockCallbacks
net.neoforged.neoforge.registries.GameData$ClearableObjectIntIdentityMap net.minecraftforge.registries.GameData$ClearableObjectIntIdentityMap
net.neoforged.neoforge.registries.GameData$ItemCallbacks net.minecraftforge.registries.GameData$ItemCallbacks
net.neoforged.neoforge.registries.GameData$PointOfInterestTypeCallbacks net.minecraftforge.registries.GameData$PointOfInterestTypeCallbacks
net.neoforged.neoforge.registries.GameData net.minecraftforge.registries.GameData
net.neoforged.neoforge.registries.IForgeRegistry$AddCallback net.minecraftforge.registries.IForgeRegistry$AddCallback
net.neoforged.neoforge.registries.IForgeRegistry$BakeCallback net.minecraftforge.registries.IForgeRegistry$BakeCallback
net.neoforged.neoforge.registries.IForgeRegistry$ClearCallback net.minecraftforge.registries.IForgeRegistry$ClearCallback
net.neoforged.neoforge.registries.IForgeRegistry$CreateCallback net.minecraftforge.registries.IForgeRegistry$CreateCallback
net.neoforged.neoforge.registries.IForgeRegistry$MissingFactory net.minecraftforge.registries.IForgeRegistry$MissingFactory
net.neoforged.neoforge.registries.IForgeRegistry$ValidateCallback net.minecraftforge.registries.IForgeRegistry$ValidateCallback
net.neoforged.neoforge.registries.IForgeRegistry net.minecraftforge.registries.IForgeRegistry
net.neoforged.neoforge.registries.IForgeRegistryInternal net.minecraftforge.registries.IForgeRegistryInternal
net.neoforged.neoforge.registries.IForgeRegistryModifiable net.minecraftforge.registries.IForgeRegistryModifiable
net.neoforged.neoforge.registries.ILockableRegistry net.minecraftforge.registries.ILockableRegistry
net.neoforged.neoforge.registries.IdMappingEvent$IdRemapping net.minecraftforge.registries.IdMappingEvent$IdRemapping
net.neoforged.neoforge.registries.IdMappingEvent$ModRemapping net.minecraftforge.registries.IdMappingEvent$ModRemapping
net.neoforged.neoforge.registries.IdMappingEvent net.minecraftforge.registries.IdMappingEvent
net.neoforged.neoforge.registries.MissingMappingsEvent$Action net.minecraftforge.registries.MissingMappingsEvent$Action
net.neoforged.neoforge.registries.MissingMappingsEvent$Mapping net.minecraftforge.registries.MissingMappingsEvent$Mapping
net.neoforged.neoforge.registries.MissingMappingsEvent net.minecraftforge.registries.MissingMappingsEvent
net.neoforged.neoforge.registries.NamespacedDefaultedWrapper$Factory net.minecraftforge.registries.NamespacedDefaultedWrapper$Factory
net.neoforged.neoforge.registries.NamespacedDefaultedWrapper net.minecraftforge.registries.NamespacedDefaultedWrapper
net.neoforged.neoforge.registries.NamespacedWrapper$1 net.minecraftforge.registries.NamespacedWrapper$1
net.neoforged.neoforge.registries.NamespacedWrapper$Factory net.minecraftforge.registries.NamespacedWrapper$Factory
net.neoforged.neoforge.registries.NamespacedWrapper net.minecraftforge.registries.NamespacedWrapper
net.neoforged.neoforge.registries.NewRegistryEvent$RegistryData net.minecraftforge.registries.NewRegistryEvent$RegistryData
net.neoforged.neoforge.registries.NewRegistryEvent$RegistryHolder net.minecraftforge.registries.NewRegistryEvent$RegistryHolder
net.neoforged.neoforge.registries.NewRegistryEvent net.minecraftforge.registries.NewRegistryEvent
net.neoforged.neoforge.registries.ObjectHolder net.minecraftforge.registries.ObjectHolder
net.neoforged.neoforge.registries.ObjectHolderRef net.minecraftforge.registries.ObjectHolderRef
net.neoforged.neoforge.registries.ObjectHolderRegistry$VanillaObjectHolderData net.minecraftforge.registries.ObjectHolderRegistry$VanillaObjectHolderData
net.neoforged.neoforge.registries.ObjectHolderRegistry net.minecraftforge.registries.ObjectHolderRegistry
net.neoforged.neoforge.registries.RegisterEvent$RegisterHelper net.minecraftforge.registries.RegisterEvent$RegisterHelper
net.neoforged.neoforge.registries.RegisterEvent net.minecraftforge.registries.RegisterEvent
net.neoforged.neoforge.registries.RegistryBuilder net.minecraftforge.registries.RegistryBuilder
net.neoforged.neoforge.registries.RegistryManager net.minecraftforge.registries.RegistryManager
net.neoforged.neoforge.registries.RegistryObject$1 net.minecraftforge.registries.RegistryObject$1
net.neoforged.neoforge.registries.RegistryObject net.minecraftforge.registries.RegistryObject
net.neoforged.neoforge.registries.holdersets.AndHolderSet net.minecraftforge.registries.holdersets.AndHolderSet
net.neoforged.neoforge.registries.holdersets.AnyHolderSet net.minecraftforge.registries.holdersets.AnyHolderSet
net.neoforged.neoforge.registries.holdersets.CompositeHolderSet net.minecraftforge.registries.holdersets.CompositeHolderSet
net.neoforged.neoforge.registries.holdersets.HolderSetType net.minecraftforge.registries.holdersets.HolderSetType
net.neoforged.neoforge.registries.holdersets.ICustomHolderSet net.minecraftforge.registries.holdersets.ICustomHolderSet
net.neoforged.neoforge.registries.holdersets.NotHolderSet net.minecraftforge.registries.holdersets.NotHolderSet
net.neoforged.neoforge.registries.holdersets.OrHolderSet net.minecraftforge.registries.holdersets.OrHolderSet
net.neoforged.neoforge.registries.tags.IReverseTag net.minecraftforge.registries.tags.IReverseTag
net.neoforged.neoforge.registries.tags.ITag net.minecraftforge.registries.tags.ITag
net.neoforged.neoforge.registries.tags.ITagManager net.minecraftforge.registries.tags.ITagManager
net.neoforged.neoforge.resource.DelegatingPackResources net.minecraftforge.resource.DelegatingPackResources
net.neoforged.neoforge.resource.PathPackResources net.minecraftforge.resource.PathPackResources
net.neoforged.neoforge.resource.ResourcePackLoader$1 net.minecraftforge.resource.ResourcePackLoader$1
net.neoforged.neoforge.resource.ResourcePackLoader net.minecraftforge.resource.ResourcePackLoader
net.neoforged.neoforge.resource.package-info net.minecraftforge.resource.package-info
net.neoforged.neoforge.server.LanguageHook net.minecraftforge.server.LanguageHook
net.neoforged.neoforge.server.ServerLifecycleHooks net.minecraftforge.server.ServerLifecycleHooks
net.neoforged.neoforge.server.command.ChunkGenWorker net.minecraftforge.server.command.ChunkGenWorker
net.neoforged.neoforge.server.command.CommandHelper net.minecraftforge.server.command.CommandHelper
net.neoforged.neoforge.server.command.ConfigCommand$ShowFile net.minecraftforge.server.command.ConfigCommand$ShowFile
net.neoforged.neoforge.server.command.ConfigCommand net.minecraftforge.server.command.ConfigCommand
net.neoforged.neoforge.server.command.DimensionsCommand net.minecraftforge.server.command.DimensionsCommand
net.neoforged.neoforge.server.command.EntityCommand$EntityListCommand net.minecraftforge.server.command.EntityCommand$EntityListCommand
net.neoforged.neoforge.server.command.EntityCommand net.minecraftforge.server.command.EntityCommand
net.neoforged.neoforge.server.command.EnumArgument$Info$Template net.minecraftforge.server.command.EnumArgument$Info$Template
net.neoforged.neoforge.server.command.EnumArgument$Info net.minecraftforge.server.command.EnumArgument$Info
net.neoforged.neoforge.server.command.EnumArgument net.minecraftforge.server.command.EnumArgument
net.neoforged.neoforge.server.command.ForgeCommand net.minecraftforge.server.command.ForgeCommand
net.neoforged.neoforge.server.command.GenerateCommand net.minecraftforge.server.command.GenerateCommand
net.neoforged.neoforge.server.command.ModIdArgument net.minecraftforge.server.command.ModIdArgument
net.neoforged.neoforge.server.command.ModListCommand net.minecraftforge.server.command.ModListCommand
net.neoforged.neoforge.server.command.TPSCommand net.minecraftforge.server.command.TPSCommand
net.neoforged.neoforge.server.command.TagsCommand net.minecraftforge.server.command.TagsCommand
net.neoforged.neoforge.server.command.TextComponentHelper net.minecraftforge.server.command.TextComponentHelper
net.neoforged.neoforge.server.command.TrackCommand$ResetTrackingCommand net.minecraftforge.server.command.TrackCommand$ResetTrackingCommand
net.neoforged.neoforge.server.command.TrackCommand$StartTrackingCommand net.minecraftforge.server.command.TrackCommand$StartTrackingCommand
net.neoforged.neoforge.server.command.TrackCommand$TrackResults net.minecraftforge.server.command.TrackCommand$TrackResults
net.neoforged.neoforge.server.command.TrackCommand$TrackResultsBlockEntity net.minecraftforge.server.command.TrackCommand$TrackResultsBlockEntity
net.neoforged.neoforge.server.command.TrackCommand$TrackResultsEntity net.minecraftforge.server.command.TrackCommand$TrackResultsEntity
net.neoforged.neoforge.server.command.TrackCommand net.minecraftforge.server.command.TrackCommand
net.neoforged.neoforge.server.command.package-info net.minecraftforge.server.command.package-info
net.neoforged.neoforge.server.console.ConsoleCommandCompleter net.minecraftforge.server.console.ConsoleCommandCompleter
net.neoforged.neoforge.server.console.TerminalHandler net.minecraftforge.server.console.TerminalHandler
net.neoforged.neoforge.server.loading.ServerModLoader net.minecraftforge.server.loading.ServerModLoader
net.neoforged.neoforge.server.permission.PermissionAPI net.minecraftforge.server.permission.PermissionAPI
net.neoforged.neoforge.server.permission.events.PermissionGatherEvent$Handler net.minecraftforge.server.permission.events.PermissionGatherEvent$Handler
net.neoforged.neoforge.server.permission.events.PermissionGatherEvent$Nodes net.minecraftforge.server.permission.events.PermissionGatherEvent$Nodes
net.neoforged.neoforge.server.permission.events.PermissionGatherEvent net.minecraftforge.server.permission.events.PermissionGatherEvent
net.neoforged.neoforge.server.permission.exceptions.UnregisteredPermissionException net.minecraftforge.server.permission.exceptions.UnregisteredPermissionException
net.neoforged.neoforge.server.permission.handler.DefaultPermissionHandler net.minecraftforge.server.permission.handler.DefaultPermissionHandler
net.neoforged.neoforge.server.permission.handler.IPermissionHandler net.minecraftforge.server.permission.handler.IPermissionHandler
net.neoforged.neoforge.server.permission.handler.IPermissionHandlerFactory net.minecraftforge.server.permission.handler.IPermissionHandlerFactory
net.neoforged.neoforge.server.permission.nodes.PermissionDynamicContext net.minecraftforge.server.permission.nodes.PermissionDynamicContext
net.neoforged.neoforge.server.permission.nodes.PermissionDynamicContextKey net.minecraftforge.server.permission.nodes.PermissionDynamicContextKey
net.neoforged.neoforge.server.permission.nodes.PermissionNode$PermissionResolver net.minecraftforge.server.permission.nodes.PermissionNode$PermissionResolver
net.neoforged.neoforge.server.permission.nodes.PermissionNode net.minecraftforge.server.permission.nodes.PermissionNode
net.neoforged.neoforge.server.permission.nodes.PermissionType net.minecraftforge.server.permission.nodes.PermissionType
net.neoforged.neoforge.server.permission.nodes.PermissionTypes net.minecraftforge.server.permission.nodes.PermissionTypes
net.neoforged.neoforge.server.permission.package-info net.minecraftforge.server.permission.package-info
net.neoforged.neoforge.server.timings.ForgeTimings net.minecraftforge.server.timings.ForgeTimings
net.neoforged.neoforge.server.timings.TimeTracker net.minecraftforge.server.timings.TimeTracker
net.neoforged.neoforge.versions.forge.ForgeVersion net.minecraftforge.versions.forge.ForgeVersion
net.neoforged.neoforge.versions.mcp.MCPVersion net.minecraftforge.versions.mcp.MCPVersion
